"CampaignRepositoryContentID","IsDeleted","CampaignContentID","RepositoryContentName","Size","IsTrash","FullPath","CampaignContentTypeID","CampaignContentTypeIdentifier","AuditCreatedDate","AuditLastUpdatedDate"
"26260","False","23230","Formulário de Idiomas 2023 - 1° entrada","0","False","/home/s/i/simone_siolin","2021","ReactionSurvey::ReactionSurveyContent","01/06/2023 17:24:47","01/06/2023 17:24:47"
"26361","False","23331","Formulário de Idiomas 2023 - 1° entrada ","0","False","/home/s/i/simone_siolin","2021","ReactionSurvey::ReactionSurveyContent","01/06/2023 17:29:43","01/06/2023 17:29:43"
"26462","False","23432","Formulário de Idiomas - 2023","0","False","/home/s/i/simone_siolin","2021","ReactionSurvey::ReactionSurveyContent","01/06/2023 17:37:12","01/06/2023 17:37:12"
"26563","False","23533","Queremos saber sua opinião","0","False","/Performance de Valor/Colaborador/Arquivos","2021","ReactionSurvey::ReactionSurveyContent","13/06/2023 14:48:21","13/06/2023 14:48:28"
"26664","False","23634","Queremos saber sua opinião","0","False","/Performance de Valor/Colaborador/Arquivos","2021","ReactionSurvey::ReactionSurveyContent","13/06/2023 14:56:06","13/06/2023 14:56:06"
"26765","False","23735","Avaliação de Reação","0","False","/home/e/d/edna_benigno","2021","ReactionSurvey::ReactionSurveyContent","26/06/2023 15:57:30","26/06/2023 15:57:30"
"26866","False","23836","Avaliação de Reação","0","False","/home/e/d/edna_benigno","2021","ReactionSurvey::ReactionSurveyContent","27/06/2023 16:04:41","27/06/2023 16:04:41"
"26967","False","23937","Avaliação de Reação","0","False","/home/3/7/37003842","2021","ReactionSurvey::ReactionSurveyContent","31/07/2023 14:51:11","31/07/2023 14:51:11"
"27068","False","24038","Avaliação de Reação","0","False","/home/3/7/37003842","2021","ReactionSurvey::ReactionSurveyContent","31/07/2023 14:55:30","31/07/2023 14:55:30"
"27169","False","5151","Atividade On-line","0","False","/home/3/7/37033740","2020","Video::WebMeetingContent","03/08/2023 16:47:03","03/08/2023 16:47:03"
"27270","False","5252","teste","0","False","/UNIVERSIDADE DE VENDAS/GESTAO PASSADA /2022","2020","Video::WebMeetingContent","11/08/2023 19:32:26","11/08/2023 19:32:36"
"27371","False","24139","Nos conte o que você achou da Trilha!","0","False","/UNIVERSIDADE DE VENDAS/4 - RECURSOS PADRAO (PRESENCA, AVALIACAO, TERMO)","2021","ReactionSurvey::ReactionSurveyContent","28/08/2023 17:10:12","28/08/2023 17:13:20"
"27472","False","24240","Treinamento comercial Luciana ","0","False","/Teste Simone ","2021","ReactionSurvey::ReactionSurveyContent","22/09/2023 11:03:30","22/09/2023 11:03:30"
"27573","False","24341","Formulário Incentivo Educacional 2023","0","False","/home/3/7/37034770","2021","ReactionSurvey::ReactionSurveyContent","26/09/2023 15:18:02","26/09/2023 15:35:40"
"27674","False","24442","Avaliação de reação - Desenvolva UHG","0","False","/Talent/AMIL UHG/Avaliacao de Reacao","2021","ReactionSurvey::ReactionSurveyContent","17/11/2023 10:25:53","22/11/2023 12:13:32"
